LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,group,sector,marital,principal,interest_if_repaid,loss_if_default,p_default,is_test,expected_value
50000,2,2,1,36,0,0,0,-1,-1,-1,27433,12916,6509,4417,0,4331,1161,1000,5254,4166,8497,4679,0,female,university,married,27433.0,4937.94,16459.8,0.13877452748105765,True,1968.4787423374732
180000,2,2,1,33,0,0,0,0,0,-1,30781,31202,31188,32979,22526,13338,2000,1408,2979,2526,13338,15186,0,female,university,married,30781.0,5540.58,18468.6,0.07289721818620587,True,3790.37756706811
110000,1,2,2,25,0,0,0,0,0,0,99353,90517,78484,74652,75251,75643,3500,3500,3000,3000,2870,3000,0,male,university,single,99353.0,17883.54,59611.799999999996,0.09861219257571159,True,10241.554608199756
320000,1,2,2,27,0,0,0,0,0,0,319069,323319,298072,180882,175560,131390,12661,11157,5730,5904,5890,2464,0,male,university,single,319069.0,57432.42,191441.4,0.13657520502891793,True,23442.42700716998
50000,1,2,2,51,0,0,0,0,0,0,48726,49050,49584,19791,18518,19078,2100,1600,700,670,866,618,1,male,university,single,48726.0,8770.68,29235.6,0.1524959007407216,True,2974.878097595927
50000,2,2,1,38,-1,-1,-1,-1,-1,-1,588,588,926,643,643,643,588,926,643,643,643,643,0,female,university,married,588.0,105.83999999999999,352.8,0.2078161621386267,True,10.52719539674024
80000,1,2,1,36,2,2,4,4,3,2,600,600,600,600,300,150,0,0,0,0,0,1000,1,male,university,married,600.0,108.0,360.0,0.7500767856331974,True,-243.03593567633638
300000,2,1,1,36,0,0,0,0,0,0,272899,254078,252427,254160,250645,245851,9251,10505,9157,9319,9600,8500,0,female,graduate,married,272899.0,49121.82,163739.4,0.11642829142831879,True,24338.75184405252
520000,2,1,2,33,0,0,0,0,0,0,485298,499489,413019,168770,168964,191188,22000,18300,26500,30000,27000,25000,1,female,graduate,single,485298.0,87353.64,291178.8,0.07084872127594527,True,60535.10066453653
200000,2,2,3,57,0,0,0,0,0,0,79761,79515,80592,86216,88071,90842,3500,3000,7000,3400,4400,6500,0,female,university,other,79761.0,14356.98,47856.6,0.06414868227004131,True,10366.060823698203
50000,1,2,1,47,0,0,0,0,0,0,49032,48764,49521,48830,49728,50146,2599,2556,1665,1600,1800,2000,0,male,university,married,49032.0,8825.76,29419.2,0.14043647087207517,True,3454.7727889563203
500000,2,1,1,33,-2,-2,-1,-1,-2,-1,125,-18088,1664089,121757,97115,377217,4366,1684259,121831,97670,379267,26759,0,female,graduate,married,125.0,22.5,75.0,0.08237465869709507,True,14.468470777033232
150000,2,1,1,38,-1,-1,-1,-1,-1,-1,110,564,13347,13155,10610,8394,567,13504,13221,10663,8436,2468,1,female,graduate,married,110.0,19.8,66.0,0.1141855857157033,True,10.002876745592658
80000,1,2,1,46,0,0,2,0,0,0,30773,38879,26128,29137,30283,30523,10036,15,5003,3003,2007,1007,0,male,university,married,30773.0,5539.139999999999,18463.8,0.14863688100198255,True,1971.417863522273
80000,2,1,1,50,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,graduate,married,0.0,0.0,0.0,0.3665782753618483,True,0.0
200000,1,1,2,27,1,-2,-2,-2,-1,-1,0,0,0,0,1202,84482,0,0,0,1202,84482,3162,0,male,graduate,single,0.0,0.0,0.0,0.22421865453030349,True,0.0
330000,2,2,2,28,0,0,0,0,0,0,37637,38676,40786,41767,42501,43359,1500,2600,1500,1400,1400,1500,0,female,university,single,37637.0,6774.66,22582.2,0.05931590567744103,True,5033.331261254159
270000,2,2,1,33,-1,-1,-1,-1,-1,0,11489,8874,3567,1556,7952,10794,8874,3567,1556,7952,4000,2000,0,female,university,married,11489.0,2068.02,6893.4,0.06253511450065677,True,1507.6165742115245
30000,2,3,1,60,0,0,0,2,0,0,11575,12351,13505,12677,12995,13443,1600,2000,0,1000,1000,1000,0,female,high-school,married,11575.0,2083.5,6945.0,0.2649598087460582,True,-308.6896332637864
500000,1,2,2,30,-1,-1,-1,-1,-1,-1,869,2496,1924,976,986,1200,2507,1933,980,990,1206,1069,0,male,university,single,869.0,156.42,521.4,0.11329215369964944,True,79.62831237930361
180000,2,2,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,university,single,0.0,0.0,0.0,0.3064145410682801,True,0.0
30000,2,2,1,38,0,0,-2,-2,-2,-2,3656,0,0,0,0,0,0,0,0,0,0,0,0,female,university,married,3656.0,658.0799999999999,2193.6,0.24509982338582764,True,-40.86626435289702
210000,2,3,1,28,0,0,0,0,0,0,37608,39001,40053,41084,42416,43707,2000,2000,2000,2000,2000,2000,0,female,high-school,married,37608.0,6769.44,22564.8,0.06652893327736567,True,4817.864304297768
200000,2,1,2,30,-1,-1,-1,-1,-1,-1,665,2618,963,1459,1028,878,2618,963,1459,1028,878,878,0,female,graduate,single,665.0,119.69999999999999,399.0,0.14409210819078816,True,44.95942348143816
20000,2,2,1,22,0,0,0,0,0,0,18475,18993,19973,20081,20292,20289,1400,1300,700,800,1000,1000,0,female,university,married,18475.0,3325.5,11085.0,0.19865778442116405,True,462.7419975988155
580000,2,1,1,31,0,0,0,0,0,0,484798,475282,485511,488800,500723,511905,19000,20036,20000,20000,20056,16987,0,female,graduate,married,484798.0,87263.64,290878.8,0.0831685260483886,True,55814.09062885877
50000,2,2,1,31,0,0,0,0,0,0,45614,44187,29253,14199,14965,15712,2450,2100,1000,1000,1000,1000,1,female,university,married,45614.0,8210.52,27368.399999999998,0.14451651191890397,True,3068.778583758269
10000,1,3,2,31,0,0,2,0,0,0,10119,10188,9089,9271,9618,8516,3000,0,295,459,1500,2000,0,male,high-school,single,10000.0,1800.0,6000.0,0.272558134999232,True,-325.95345299400947
140000,2,3,2,23,0,0,0,0,0,0,100448,103990,104462,43810,44434,45251,5450,4200,1810,1765,2000,1665,0,female,high-school,single,100448.0,18080.64,60268.799999999996,0.09860601704339281,True,10354.913784019718
80000,2,1,2,23,1,2,0,0,2,2,80461,78259,66068,50748,51490,50626,37,2122,3600,1600,18,1800,1,female,graduate,single,80000.0,14400.0,48000.0,0.543225747807547,True,-19497.28666319093
500000,1,1,1,36,-1,-1,-1,-1,-1,-1,25334,6834,2914,-341,38853,0,6867,2929,0,39194,0,0,0,male,graduate,married,25334.0,4560.12,15200.4,0.07984000045648101,True,2982.440074179698
100000,2,2,1,48,1,2,2,2,-1,-1,7828,7260,430,0,860,430,430,0,0,860,430,1166,0,female,university,married,7828.0,1409.04,4696.8,0.47031854029170017,True,-1462.649756054675
60000,2,2,1,37,0,0,0,0,0,0,57694,58656,59750,60602,53838,54609,2800,3000,2800,2100,2123,2100,0,female,university,married,57694.0,10384.92,34616.4,0.1533886398325126,True,3482.228734532354
160000,2,2,2,33,0,0,0,0,0,0,140225,140745,139923,140815,139935,138912,5211,5000,5000,5000,5000,6000,0,female,university,single,140225.0,25240.5,84135.0,0.0808361295728807,True,16399.00790990139
20000,1,1,2,26,0,0,0,0,0,0,14554,15273,16616,16643,17372,18070,1260,1600,600,1000,1000,1000,0,male,graduate,single,14554.0,2619.72,8732.4,0.1869992206285601,True,496.8824075181101
230000,1,2,1,34,0,0,0,0,0,0,131887,133440,134272,136281,138687,118873,5005,5007,5000,5008,5000,4005,0,male,university,married,131887.0,23739.66,79132.2,0.07027545068447152,True,16510.293675750145
50000,2,3,2,23,0,0,0,0,0,0,33239,33199,33757,23332,23782,16816,6010,5008,3013,5035,5001,5002,0,female,high-school,single,33239.0,5983.0199999999995,19943.399999999998,0.10276057083362397,True,3318.806281127715
500000,2,2,1,52,-1,-1,-1,-1,-1,-1,7593,8660,0,30498,1174,0,8677,0,30498,1174,0,800,0,female,university,married,7593.0,1366.74,4555.8,0.10152436861824995,True,765.4578658836699
20000,1,2,2,29,1,2,0,0,0,0,20832,20203,19946,19037,19233,14764,0,1289,491,2586,5000,198,0,male,university,single,20000.0,3600.0,12000.0,0.38560879536387005,True,-2415.497207676373
390000,2,2,1,44,0,0,0,0,0,0,169658,173758,177722,180132,184420,188329,8000,8000,6500,7000,7200,5500,0,female,university,married,169658.0,30538.44,101794.8,0.08241235867359747,True,19632.545560680745
360000,2,1,2,28,-2,-2,-2,-2,-2,-2,23088,11628,8556,4578,4784,11938,12000,8598,4601,4808,11997,3708,0,female,graduate,single,23088.0,4155.84,13852.8,0.043906778174769234,True,3365.1386382907235
150000,1,2,2,26,0,0,0,0,0,0,144614,146446,122634,74711,76532,76452,6700,3764,2700,3000,3000,2800,0,male,university,single,144614.0,26030.52,86768.4,0.12388015125271304,True,12056.972729257322
120000,2,3,1,38,0,0,0,0,0,0,117738,120127,119719,118042,120682,120491,5820,5670,4250,4450,4470,4150,0,female,high-school,married,117738.0,21192.84,70642.8,0.10003624441955086,True,12005.94747053412
490000,2,2,1,52,-1,-1,-1,-1,-1,-1,2779,22595,755,7000,0,4341,22595,762,7000,0,4341,1061,0,female,university,married,2779.0,500.21999999999997,1667.3999999999999,0.11548063319014605,True,249.9018698843756
130000,2,3,1,36,0,0,2,2,2,2,23997,26733,26942,26210,27982,27383,3440,941,0,2197,0,910,1,female,high-school,married,23997.0,4319.46,14398.199999999999,0.4148715842003233,True,-3445.9652567230223
410000,1,1,1,48,0,0,0,0,-1,-1,231152,238985,243779,250399,5194,-376,12000,10000,7250,5225,0,1436,0,male,graduate,married,231152.0,41607.36,138691.19999999998,0.12164453592020205,True,19675.025341719294
60000,2,5,2,33,0,0,0,0,0,0,52176,39107,39547,39555,40216,41039,2000,2000,1500,2000,2200,2000,0,female,other,single,52176.0,9391.68,31305.6,0.08807085016095959,True,5807.435951161383
50000,1,2,3,49,0,0,0,0,2,0,24282,23470,23297,22546,19563,20227,1500,1500,2150,0,1000,1000,0,male,university,other,24282.0,4370.76,14569.199999999999,0.2394841359256735,True,-165.05995506681893
230000,2,1,2,23,-2,-2,-2,-2,-2,-2,61580,62272,1462,622,1083,622,2862,1462,622,1083,622,872,0,female,graduate,single,61580.0,11084.4,36948.0,0.07464092753769405,True,7499.217112138464
280000,2,1,1,44,0,0,0,0,0,0,235635,197003,198808,187425,177340,180506,7665,6497,5555,5027,5065,5361,0,female,graduate,married,235635.0,42414.299999999996,141381.0,0.09974060646722985,True,24082.445312173546
80000,1,2,2,25,0,0,0,0,0,0,31780,33261,34703,36125,38374,39382,2000,2000,2000,3000,1800,2000,1,male,university,single,31780.0,5720.4,19068.0,0.0916064887906612,True,3449.6217132615734
110000,1,3,2,40,0,0,0,0,0,0,84965,85007,84965,79625,79370,81134,3280,2913,2790,2851,3053,2458,0,male,high-school,single,84965.0,15293.699999999999,50979.0,0.09600941945670764,True,8930.896547171451
240000,2,1,2,33,-1,0,0,0,0,0,153062,156122,159998,161434,163403,167230,7000,8000,7000,6000,8000,7000,0,female,graduate,single,153062.0,27551.16,91837.2,0.06883489700847106,True,19333.074535389733
110000,2,2,1,42,2,2,2,2,2,0,28383,27653,29003,29447,27701,28285,0,2000,1000,0,1000,1000,0,female,university,married,28383.0,5108.94,17029.8,0.7579976891298482,True,-11672.173760246536
360000,2,2,1,42,-2,-2,-2,-2,-2,-2,18186,7954,11609,10070,5079,4086,9548,11624,10070,5079,4086,1190,0,female,university,married,18186.0,3273.48,10911.6,0.05217177846427368,True,2533.4191487420003
50000,1,2,1,40,0,0,0,0,0,0,15090,16421,17144,17636,17850,18212,1577,1300,777,647,658,811,0,male,university,married,15090.0,2716.2,9054.0,0.18440781992826594,True,545.6830778803242
380000,1,1,1,57,0,0,0,0,0,0,319243,357782,374313,371566,362232,352161,150039,30031,27403,15168,35235,25078,0,male,graduate,married,319243.0,57463.74,191545.8,0.07365357697369934,True,39123.29667842454
80000,2,3,2,31,0,0,0,2,2,2,34620,35759,40020,40766,39982,44621,2000,5200,1700,0,5500,0,0,female,high-school,single,34620.0,6231.599999999999,20772.0,0.2941612832257146,True,-1711.8136277139074
200000,1,1,2,29,0,0,0,0,0,0,187889,190967,195622,126281,128702,131001,8000,8000,5000,5000,5000,5000,0,male,graduate,single,187889.0,33820.02,112733.4,0.08939938954993311,True,20718.233715545044
360000,1,3,1,53,-1,-1,-1,-1,-1,-1,45421,68526,47416,48811,193712,80601,68536,47427,48846,193712,80601,11166,0,male,high-school,married,45421.0,8175.78,27252.6,0.03620806814840368,True,6892.986802572457
190000,2,2,1,48,0,0,0,0,0,0,210612,206806,203803,167103,163528,162555,7496,9144,5972,5858,6174,6047,0,female,university,married,190000.0,34200.0,114000.0,0.13256847658894017,True,14553.351769519071
80000,2,2,2,34,1,-1,-1,-2,-2,-2,0,7400,-600,-600,-600,-600,7400,0,0,0,0,0,0,female,university,single,0.0,0.0,0.0,0.26217614184435517,True,0.0
100000,2,2,1,33,0,0,0,0,0,0,82308,83994,85688,86643,88280,90054,3261,3307,2581,2502,2525,2600,0,female,university,married,82308.0,14815.439999999999,49384.799999999996,0.1153344737176584,True,7410.939107052638
80000,2,2,2,31,0,0,0,0,0,0,81358,69913,71541,72541,54061,55136,3126,3391,3000,2000,1974,2043,0,female,university,single,80000.0,14400.0,48000.0,0.09515027845264777,True,8462.622624554779
100000,2,3,2,29,-2,-2,-2,-1,-1,-1,2038,11383,1661,1891,3681,870,11386,1665,1894,3689,870,1755,0,female,high-school,single,2038.0,366.84,1222.8,0.09102561466439443,True,222.14204190489204
140000,1,3,2,23,-1,-1,-1,-1,-1,-1,390,390,390,1434,1309,540,390,390,1434,1309,540,540,0,male,high-school,single,390.0,70.2,234.0,0.18820868707474636,True,12.946917391862158
260000,2,1,2,28,1,-2,-1,-1,-2,-2,0,0,355,2165,2165,0,0,355,2835,335,335,335,0,female,graduate,single,0.0,0.0,0.0,0.17410433647820658,True,0.0
60000,1,2,1,24,0,0,0,0,0,0,24608,18686,18571,18118,16179,12919,1400,1500,1295,3655,330,507,0,male,university,married,24608.0,4429.44,14764.8,0.15718527413714115,True,1412.3881237459195
390000,2,1,1,39,-2,-2,-2,-2,-2,-2,48417,15530,112316,114797,131601,130295,2000,97472,4000,20000,31667,6539,0,female,graduate,married,48417.0,8715.06,29050.2,0.043633274612903075,True,7067.2380395923155
180000,2,2,1,44,0,0,0,0,0,0,161186,167080,170788,174764,162667,166953,10000,8000,7000,6000,7000,10000,0,female,university,married,161186.0,29013.48,96711.59999999999,0.08545084407676992,True,18270.165792380576
450000,2,1,1,42,-1,-1,-1,-1,-1,-1,72517,0,6281,3446,6157,0,0,6281,3446,6157,0,14380,0,female,graduate,married,72517.0,13053.06,43510.2,0.108820721375777,True,6897.805243434367
130000,2,1,2,29,2,0,0,0,0,0,126509,109944,105049,68154,67397,61764,6000,6000,5000,2500,3000,3000,0,female,graduate,single,126509.0,22771.62,75905.4,0.6725849490537812,True,-43597.05846947894
400000,1,1,2,31,0,0,0,0,2,0,115506,123607,140859,157131,126146,115529,10000,20009,20146,68,5109,5084,0,male,graduate,single,115506.0,20791.079999999998,69303.59999999999,0.0857304151788133,True,13067.225678197672
80000,2,2,1,47,0,0,-1,-1,-2,-2,4762,3235,1970,0,0,0,1000,1970,0,0,0,0,0,female,university,married,4762.0,857.16,2857.2,0.18184407870696598,True,181.72562781399392
190000,2,2,2,25,1,-2,-1,0,0,-1,0,0,2251,2251,497,7681,0,2251,0,600,9289,6374,0,female,university,single,0.0,0.0,0.0,0.23196069827942428,True,0.0
50000,1,3,1,29,1,2,0,0,0,0,22446,21799,23130,24432,26862,29244,0,1698,2000,3000,3000,5000,0,male,high-school,married,22446.0,4040.2799999999997,13467.6,0.33806621623693994,True,-1878.5427459303964
80000,1,3,2,24,1,-1,-1,-1,-1,-1,0,832,416,416,416,416,1248,416,416,416,416,416,0,male,high-school,single,0.0,0.0,0.0,0.21788753020273371,True,0.0
30000,2,2,1,24,0,0,0,0,0,0,22280,23671,24233,22893,3332,3400,1748,1310,490,67,68,0,0,female,university,married,22280.0,4010.3999999999996,13368.0,0.1826904060153558,True,835.5330481027404
10000,1,2,2,27,1,-1,0,0,0,0,-2000,2475,4428,6368,9046,10000,4475,2000,2000,2780,2000,0,0,male,university,single,0.0,0.0,0.0,0.15231821638155146,True,0.0
400000,2,2,1,44,1,-2,-1,-1,-1,-1,0,0,1228,3405,961,-251,0,1228,3405,961,0,0,0,female,university,married,0.0,0.0,0.0,0.18359044676191832,True,0.0
50000,2,2,2,33,0,0,0,0,0,0,51444,52607,48083,30205,29747,30042,2000,1500,1690,1200,1200,992,0,female,university,single,50000.0,9000.0,30000.0,0.1527596986403983,True,3042.3717530244667
140000,2,3,1,60,0,0,0,0,0,0,137730,137498,137187,136807,136631,136080,4990,4975,4897,5029,4792,4987,1,female,high-school,married,137730.0,24791.399999999998,82638.0,0.09623063572087381,True,14453.40054288796
110000,2,2,2,36,0,0,0,0,0,0,48120,44723,37745,34519,29541,42400,5000,2000,2000,2000,16468,3000,0,female,university,single,48120.0,8661.6,28872.0,0.084303548634203,True,5497.384326983279
230000,2,1,2,33,0,0,0,0,0,0,172567,174987,133263,114889,117139,120252,7000,6000,4500,4000,5000,4500,0,female,graduate,single,172567.0,31062.059999999998,103540.2,0.0709746955904856,True,21508.705570708604
150000,1,2,2,26,-2,-2,-2,-2,-2,-2,3627,0,0,0,0,0,0,0,0,0,0,0,1,male,university,single,3627.0,652.86,2176.2,0.1784090905516617,True,148.12997828391588
130000,2,2,1,37,1,-2,-1,-1,-1,-1,0,0,306,3670,1473,5555,0,306,3670,1473,5555,1473,0,female,university,married,0.0,0.0,0.0,0.18318327961957317,True,0.0
70000,2,3,2,24,0,0,0,0,0,0,75894,70947,59783,18965,15936,1518,10004,3012,1000,1000,1518,20911,0,female,high-school,single,70000.0,12600.0,42000.0,0.11289351247780906,True,6436.014218711625
50000,2,2,1,39,0,0,0,0,0,0,47407,37716,30873,24659,15849,8540,2039,1400,1612,0,0,0,0,female,university,married,47407.0,8533.26,28444.2,0.1626970508809406,True,2517.136308932053
30000,2,3,2,49,0,0,2,0,0,0,27838,30715,29322,28015,28610,28884,3330,0,1148,1195,910,1000,0,female,high-school,single,27838.0,5010.84,16702.8,0.22082456424454483,True,215.93490883708182
30000,1,2,1,49,3,2,2,2,2,2,26319,27404,27769,28227,28642,28042,1800,1100,1200,1000,0,2200,0,male,university,married,26319.0,4737.42,15791.4,0.7768452094953475,True,-11210.29547359228
30000,2,2,2,23,1,-1,-1,-2,-2,-1,-1,604,0,0,0,359,605,0,0,0,359,0,0,female,university,single,0.0,0.0,0.0,0.32314321915772715,True,0.0
70000,2,2,2,33,0,0,0,0,0,2,14320,15383,16318,17048,18772,18320,1600,1500,1000,2000,0,1000,0,female,university,single,14320.0,2577.6,8592.0,0.2149637266519607,True,176.5411587882595
220000,2,2,2,38,0,0,0,0,0,0,142846,146533,151098,153094,156295,151840,6000,7000,6000,6000,10000,10000,0,female,university,single,142846.0,25712.28,85707.59999999999,0.07152571694196698,True,17742.893201412073
60000,2,3,1,48,-1,-1,-2,-2,-2,-1,2970,430,430,717,430,4171,430,430,717,430,4171,2914,0,female,high-school,married,2970.0,534.6,1782.0,0.17052377351818626,True,139.5646262677697
30000,1,2,2,23,0,0,0,0,0,0,26725,28289,29489,30237,30504,29771,2000,2000,1502,1112,1100,2000,0,male,university,single,26725.0,4810.5,16035.0,0.13858908639777337,True,1921.5411994952156
500000,2,2,2,33,-2,-2,-2,-1,0,0,13284,17262,81198,40049,54258,59569,17311,81938,40060,30000,20000,10000,0,female,university,single,13284.0,2391.12,7970.4,0.034642844741463244,True,2032.1674713544335
30000,1,2,1,44,0,0,0,0,0,-2,30003,30470,30147,26030,0,0,1643,1420,913,700,0,0,0,male,university,married,30000.0,5400.0,18000.0,0.19293472091866043,True,885.3275305033458
210000,2,2,1,33,0,0,0,0,0,0,206409,198390,200035,96882,99087,101427,8546,7542,11538,3735,4129,2821,0,female,university,married,206409.0,37153.619999999995,123845.4,0.09710712845168482,True,21519.467484264624
530000,2,1,2,39,0,0,0,0,0,0,439330,407763,364298,345867,346676,352736,17045,14089,11962,11763,12557,12496,0,female,graduate,single,439330.0,79079.4,263598.0,0.10664014713529908,True,42536.231644058265
360000,1,2,1,51,1,3,2,0,0,0,3551,3348,2504,1878,1252,626,0,0,0,0,0,626,1,male,university,married,3551.0,639.18,2130.6,0.40033671221939027,True,-469.6646187710228
410000,1,2,1,45,0,0,0,0,0,0,278405,285415,279484,274639,281158,288051,13000,10515,9884,11000,11425,11700,0,male,university,married,278405.0,50112.9,167043.0,0.1312833733288605,True,21603.9409097353
210000,2,2,2,42,-1,-1,-1,0,-1,-1,1631,1024,1520,916,586,1466,1024,1520,0,586,1466,427,0,female,university,single,1631.0,293.58,978.5999999999999,0.21089361911410878,True,25.28535563541311
360000,2,2,1,49,-1,-1,-2,-2,-2,-2,15000,0,0,0,0,0,0,0,0,0,0,780,0,female,university,married,15000.0,2700.0,9000.0,0.14419670351755193,True,1012.8985688446423
60000,2,2,1,53,-1,-1,-1,-1,-1,-1,390,390,390,390,540,390,390,390,390,540,390,390,1,female,university,married,390.0,70.2,234.0,0.2506482812137824,True,-6.047207145232612
250000,2,3,1,55,0,0,0,0,0,0,296963,237684,178151,180993,155516,125063,8000,7400,9700,5100,4500,4012,1,female,high-school,married,250000.0,45000.0,150000.0,0.09775233334929324,True,25938.294996887817
360000,2,1,2,27,0,0,0,0,0,0,119138,100553,96679,79703,71682,24230,20006,25006,20200,40000,0,0,0,female,graduate,single,119138.0,21444.84,71482.8,0.05184078051105433,True,16627.398611349727
340000,2,2,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,university,married,0.0,0.0,0.0,0.26396115449336216,True,0.0
50000,2,1,2,23,1,-1,0,0,0,0,-1971,50265,45397,45256,28355,16624,53267,1835,3039,0,7000,9300,0,female,graduate,single,0.0,0.0,0.0,0.10818869145925072,True,0.0
200000,2,2,2,28,1,-1,-1,-1,-1,-1,0,1732,828,0,497,1809,1732,828,0,497,1809,0,0,female,university,single,0.0,0.0,0.0,0.22084977985829216,True,0.0
160000,1,2,2,43,0,0,-2,-2,-2,-2,8460,0,0,0,0,0,0,0,0,0,0,0,0,male,university,single,8460.0,1522.8,5076.0,0.16255123655555653,True,450.1569002171933
50000,1,3,1,55,0,0,0,0,0,0,44258,28040,27935,51904,24147,24425,2489,1384,841,1013,819,15154,0,male,high-school,married,44258.0,7966.44,26554.8,0.16278898762579044,True,2346.7622888130572
150000,2,2,1,40,0,0,0,0,0,0,40548,41597,42405,43498,44596,45700,2000,1800,1800,1800,2000,1800,0,female,university,married,40548.0,7298.639999999999,24328.8,0.07406295183992684,True,4956.218434459824
50000,2,3,1,52,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,female,high-school,married,0.0,0.0,0.0,0.23849374305888923,True,0.0
220000,2,2,2,36,0,0,0,0,0,0,126695,106534,109884,106114,108202,110938,4000,5500,3775,4100,5000,4500,0,female,university,single,126695.0,22805.1,76017.0,0.06373452527232011,True,16506.720370086252
160000,2,2,2,35,0,0,2,0,0,0,25590,29169,28406,28836,30208,30853,4000,0,1200,2000,1300,1291,0,female,university,single,25590.0,4606.2,15354.0,0.12879174740057267,True,2035.4909635350893
480000,2,1,1,39,0,0,-1,0,0,0,106660,400000,66270,80274,82160,110773,302000,66270,15000,3044,30042,34048,0,female,graduate,married,106660.0,19198.8,63996.0,0.04723318939551159,True,15269.244254878291
410000,1,2,1,36,-2,-2,-2,-2,-1,-1,3827,9921,28961,2954,9942,2628,10534,29750,3483,10470,2636,122005,0,male,university,married,3827.0,688.86,2296.2,0.05676297903671779,True,519.4191017966552
50000,2,3,2,42,0,0,0,0,0,0,2389,3405,4414,4653,4596,4688,1064,1073,312,166,168,174,0,female,high-school,single,2389.0,430.02,1433.3999999999999,0.22015124718918835,True,19.785762962722686
130000,2,1,2,25,1,2,-1,-1,-1,-1,2576,2356,5978,2750,3641,1735,0,6000,2750,3641,1735,7290,1,female,graduate,single,2576.0,463.68,1545.6,0.23280611325975092,True,-4.092667250552324
380000,2,2,1,30,-2,-2,-2,-2,-2,-2,3745,738,1175,576,576,-2,745,1180,578,578,0,580,0,female,university,married,3745.0,674.1,2247.0,0.12982641475058385,True,294.86405987206956
350000,2,1,3,48,-1,-1,-1,-1,-1,-1,181212,6021,154505,19653,26963,55533,6046,157181,19751,27070,55613,11811,0,female,graduate,other,181212.0,32618.16,108727.2,0.04736738890360816,True,25922.9993631595
30000,2,2,2,22,3,2,0,0,2,2,30078,28639,26017,27790,27209,30508,87,2002,3200,0,3926,0,0,female,university,single,30000.0,5400.0,18000.0,0.7411133998816993,True,-11942.053557231766
280000,2,1,1,41,0,0,0,0,0,0,99755,81244,81193,82470,49630,46517,3000,3007,5000,2000,1700,2000,0,female,graduate,married,99755.0,17955.899999999998,59853.0,0.055919118177730445,True,13604.894925620789
380000,1,2,1,48,0,0,0,0,0,0,379080,294675,226959,219918,203575,188774,13000,9500,8000,7200,6700,7500,0,male,university,married,379080.0,68234.4,227448.0,0.12114346560814712,True,32414.409344665593
120000,2,2,3,37,2,2,2,2,2,2,26446,27719,27570,28318,29217,28598,2000,600,1500,1500,0,1056,1,female,university,other,26446.0,4760.28,15867.599999999999,0.771340785969364,True,-11150.845172081723
110000,2,1,2,27,0,0,0,2,0,0,30961,31860,35254,30250,21436,25325,1700,4000,0,1000,5000,3000,0,female,graduate,single,30961.0,5572.98,18576.6,0.1584029043874928,True,1747.6163882618916
90000,2,2,1,35,2,0,0,0,0,2,63426,57922,55010,52540,56236,40922,2700,2500,1900,4600,0,1600,1,female,university,married,63426.0,11416.68,38055.6,0.7195491911804794,True,-24181.059059854208
150000,2,1,2,32,-1,-1,-1,-1,-1,-1,1758,468,2988,2232,4535,0,468,2988,2232,4535,0,1593,0,female,graduate,single,1758.0,316.44,1054.8,0.1207096869822718,True,150.9180488224296
20000,1,3,2,23,1,2,2,3,2,2,9126,8835,11088,10618,10304,11232,0,2400,0,0,1100,0,1,male,high-school,single,9126.0,1642.6799999999998,5475.599999999999,0.5910629158498918,True,-2564.6713326359677
180000,1,1,2,34,-1,0,-1,-1,-1,-1,16953,15884,11153,3889,800,0,1000,11153,3924,800,0,2190,0,male,graduate,single,16953.0,3051.54,10171.8,0.0685931154733336,True,2144.509912436849
30000,2,3,2,59,2,2,2,2,2,2,21767,24764,24031,25001,24531,21743,3363,0,1600,0,2000,0,1,female,high-school,single,21767.0,3918.06,13060.199999999999,0.7511259296684935,True,-8834.751326653393
400000,2,1,1,36,-1,-1,-1,-1,-1,-1,14421,8392,13025,2816,6856,11069,8911,13025,2816,6856,11069,6823,0,female,graduate,married,14421.0,2595.7799999999997,8652.6,0.04929349192823306,True,2041.3080712643014
160000,2,1,2,30,-1,-1,-2,-1,-1,2,9640,0,0,2804,403,253,0,0,2804,403,0,3144,0,female,graduate,single,9640.0,1735.2,5784.0,0.16234067518140546,True,514.527995175976
160000,2,2,2,37,2,2,2,2,2,2,147333,143786,151842,147962,156921,159416,200,12000,0,11500,5811,0,1,female,university,single,147333.0,26519.94,88399.8,0.7995638192884987,True,-65365.72622604126
330000,2,2,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,female,university,single,0.0,0.0,0.0,0.2467074074185125,True,0.0
260000,1,1,2,35,1,2,0,0,2,0,149124,145333,148332,160810,155683,158771,0,6910,16502,0,5847,5873,1,male,graduate,single,149124.0,26842.32,89474.4,0.3389316225167939,True,-12581.094635431607
